Code,Name,Type,Latitude,Longitude,Sector,Open/Closed,State,Local_Hospital_Network_(LHN),Primary_Health_Network_area_(PHN),Min_Beds,Max_Beds,Website,Elective_Surgery_High_Level,Elective_Surgery_Low_Level,Establishment_ID,Medicare_provider_no,Network_code,Hospital_Network,Remoteness_area,Number_of_available_beds,Peer_group_name,Establishments_data,Morbidity_data,Emergency_department_data,Elective_Surgery_Waiting_times_data,Non_admitted_patient_aggregate_data,IHPA_funding_designation,Phone_number,Street_address,Suburb,Postcode
H0453,Baralaba Hospital,Hospital,-24.184268,149.809586,Public,Open,Queensland,Central Queensland,"Central Queensland, Wide Bay and Sunshine Coast",50,50,www.health.qld.gov.au/services/central-queensland/baralaba.asp,,,310000132,0,316,Central Queensland,Outer Regional,5,Very small,Yes,Yes,No,No,Yes,Block-funded hospital,07 4998 2800,Stopford Street,Baralaba,4702
H0462,Theodore Hospital,Hospital,-24.943109,150.075277,Public,Open,Queensland,Central Queensland,"Central Queensland, Wide Bay and Sunshine Coast",50,50,www.health.qld.gov.au/services/central-queensland/theodore.asp,,,310000143,0,316,Central Queensland,Outer Regional,5,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital,07 4990 3000,The Boulevard,Theodore,4719
H0525,Doomadgee Hospital,Hospital,-17.942527,138.825267,Public,Open,Queensland,North West (Qld),Western Queensland,50,50,www.health.qld.gov.au/services/northwest/nwest_doomad_hosp.asp,,,310000252,0,315,North West (Qld),Very remote,5,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital,07 4745 8800,Sharpe Street,Doomadgee,4830
H0543,Pregnancy Advisory Centre,Hospital,-34.87999,138.542962,Public,Open,South Australia,Central Adelaide,Adelaide,0,0,,,,41CA00035,0,402,Central Adelaide,Major Cities,5,Unpeered,Yes,Yes,No,No,No,Activity-based funded hospital,08 8243 3999,21 Belmore Terrace,Woodville Park,5011
H0646,Wyndham Hospital,Hospital,-15.477793,128.127772,Public,Open,Western Australia,WA Country Health Service,Country WA,50,50,www.health.wa.gov.au/services/detail.cfm?Unit_ID=196,,,510400249,0071200B,503,WA Country Health Service,Very remote,5,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital,08 9161 0222,Minderoo Street,Wyndham,6740
H0688,Quairading Hospital,Hospital,-32.014481,117.402627,Public,Open,Western Australia,WA Country Health Service,Country WA,50,50,www.health.wa.gov.au/services/detail.cfm?Unit_ID=155,,,510700446,0070700L,503,WA Country Health Service,Outer Regional,5,Very small,Yes,Yes,No,No,Yes,Block-funded hospital,08 9645 1100,Harris Street,Quairading,6383
H0656,Exmouth Hospital,Hospital,-21.928276,114.119882,Public,Open,Western Australia,WA Country Health Service,Country WA,50,50,www.health.wa.gov.au/services/detail.cfm?Unit_ID=57,,,510600219,0071100H,503,WA Country Health Service,Very remote,5.4,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital,08 9949 3666,Lyon Street,Exmouth,6707
H0700,Kojonup Hospital,Hospital,-33.829481,117.152903,Public,Open,Western Australia,WA Country Health Service,Country WA,50,50,www.health.wa.gov.au/services/detail.cfm?Unit_ID=93,,,510900445,0070400B,503,WA Country Health Service,Outer Regional,5.6,Very small,Yes,Yes,No,No,Yes,Block-funded hospital,08 9831 2222,Spring Street,Kojonup,6395
H0151,Barham Hospital,Hospital,-35.623823,144.133479,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,50,50,,,,1184M2030,0010610A,114,Murrumbidgee,Outer Regional,6,Public acute group D,Yes,Yes,Yes,No,Yes,Block-funded hospital,03 5451 1000,70 Punt Road,Barham,2732
H0162,Tocumwal Hospital,Hospital,-35.815407,145.568996,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,50,50,,,,1184M2140,0012140Y,114,Murrumbidgee,Inner Regional,6,Public acute group D,Yes,Yes,Yes,No,Yes,Block-funded hospital,03 5874 2166,Adams Street,Tocumwal,2714
H0242,Beaufort & Skipton Health Service [Skipton],Hospital,-37.683998,143.367547,Public,Open,Victoria,Beaufort and Skipton Health Service,Western Victoria,50,50,www.bashs.org.au/SkiptonCampus/index.aspx,,,210102230,0,201,Beaufort and Skipton Health Service,Inner Regional,6,Very small,Yes,Yes,No,No,No,Block-funded hospital,03 5340 1100,Blake Street,Skipton,3361
H0261,West Wimmera Health Service [Kaniva],Hospital,-36.381386,141.246006,Public,Open,Victoria,West Wimmera Health Service,Western Victoria,50,50,www.wwhs.net.au/,,,210202372,0,277,West Wimmera Health Service,Outer Regional,6,Very small,Yes,Yes,No,No,No,Block-funded hospital,03 5391 4222,9 Farmers Street,Kaniva,3419
H0271,Creswick District Hospital,Hospital,-37.421192,143.891533,Public,Open,Victoria,Hepburn Health Service,Western Victoria,50,50,,,,210204162,0,206,Hepburn Health Service,Inner Regional,6,Very small,Yes,Yes,No,No,No,Block-funded hospital,03 5345 2403,1 Napier Street,Creswick,3363
H0282,East Wimmera Health Service [Wycheproof],Hospital,-36.078447,143.233779,Public,Open,Victoria,East Wimmera Health Service,Murray,50,50,www.ewhs.org.au/,,,210301560,0,205,East Wimmera Health Service,Outer Regional,6,Very small,Yes,Yes,No,No,No,Block-funded hospital,03 5478 0700,19 Grandview Street,Wycheproof,3527
H0289,Manangatang & District Hospital,Hospital,-35.050955,142.880512,Public,Open,Victoria,Robinvale District Health Services,Murray,50,50,,,,210302660,0,281,Robinvale District Health Services,Outer Regional,6,Very small,Yes,No,No,No,No,Block-funded hospital,03 5035 1500,37 Pioneer Street,Manangatang,3546
H0301,Tallangatta Health Service,Hospital,-36.213705,147.183709,Public,Open,Victoria,Tallangatta Health Service,Murray,50,50,,,,210401290,0,248,Tallangatta Health Service,Outer Regional,6,Very small,Yes,Yes,No,No,No,Block-funded hospital,02 6071 5200,25 Barree Street,Tallangatta,3700
H0314,Nathalia District Hospital,Hospital,-36.054754,145.204324,Public,Open,Victoria,Nathalia District Hospital,Murray,50,50,www.humehealth.com.au/nathalia,,,210404010,0,238,Nathalia District Hospital,Inner Regional,6,Very small,Yes,Yes,No,No,No,Block-funded hospital,03 5866 9444,36-44 McDonnell Street,Nathalia,3638
H0416,Gin Gin Hospital,Hospital,-24.985707,151.953449,Public,Open,Queensland,Wide Bay,"Central Queensland, Wide Bay and Sunshine Coast",50,50,www.health.qld.gov.au/services/widebay/wb-gingin.asp,,,310000067,0,318,Wide Bay,Outer Regional,6,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital,07 4157 2222,5 King Street,Gin Gin,4671
H0448,Quilpie Hospital,Hospital,-26.616519,144.274617,Public,Open,Queensland,South West (Qld),Western Queensland,50,50,www.health.qld.gov.au/services/southwest/swest_quilpie_hosp.asp,,,310000118,0,326,South West (Qld),Very remote,6,Very small,Yes,Yes,No,No,Yes,Block-funded hospital,07 4656 0100,30 Gyrica Street,Quilpie,4480
H0521,Richmond Hospital,Hospital,-20.738726,143.150471,Public,Open,Queensland,Townsville,Northern Queensland,50,50,www.health.qld.gov.au/services/townsville/tville_rich_hc.asp,,,310000248,0,313,Townsville,Very remote,6,Very small,Yes,Yes,No,No,Yes,Block-funded hospital,07 4741 6100,Gallagher Drive,Richmond,4822
H0550,Elliston Hospital,Hospital,-33.647912,134.892443,Public,Open,South Australia,Country Health SA,Country SA,50,50,www.sahealth.sa.gov.au/ellistonhospital,,,41EY00097,0,404,Country Health SA,Very remote,6,Very small,Yes,Yes,No,No,Yes,Block-funded hospital,08 8687 9001,6 Memorial Terrace,Elliston,5670
H0598,Penola War Memorial Hospital,Hospital,-37.382873,140.836465,Public,Open,South Australia,Country Health SA,Country SA,50,50,www.sahealth.sa.gov.au/penolahospital,,,41SE00187,0,404,Country Health SA,Outer Regional,6,Very small,Yes,Yes,No,No,Yes,Block-funded hospital,08 8737 2311,18 Church Street,Penola,5277
H0649,Onslow Hospital,Hospital,-21.643238,115.115389,Public,Open,Western Australia,WA Country Health Service,Country WA,50,50,www.health.wa.gov.au/services/detail.cfm?Unit_ID=221,,,510500238,0070650H,503,WA Country Health Service,Very remote,6,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital,08 9184 3200,Second Avenue,Onslow,6710
H5404,Kings Park Day Hospital,Hospital,-31.950455,115.836075,Private,Open,Western Australia,,,0,0,,,,613000034,0,604,0,Very remote,6,Public acute group D,Yes,Yes,No,No,No,Block-funded hospital,,,,
H0709,Pemberton Hospital,Hospital,-34.444875,116.031954,Public,Open,Western Australia,WA Country Health Service,Country WA,50,50,www.health.wa.gov.au/services/detail.cfm?Unit_ID=149,,,511000427,0070660F,503,WA Country Health Service,Outer Regional,6.8,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital,08 9776 4000,Railway Cresent,Pemberton,6260
H0263,West Wimmera Health Service [Rainbow],Hospital,-35.903874,141.995112,Public,Open,Victoria,West Wimmera Health Service,Western Victoria,50,50,www.wwhs.net.au/,,,210202374,0,277,West Wimmera Health Service,Remote,7,Very small,Yes,Yes,No,No,No,Block-funded hospital,03 5391 4222,2 Swinbourne Avenue,Rainbow,3424
H0444,Dirranbandi Hospital,Hospital,-28.579349,148.229159,Public,Open,Queensland,South West (Qld),Western Queensland,50,50,www.health.qld.gov.au/services/southwest/swest_dirran_hosp.asp,,,310000114,0,326,South West (Qld),Very remote,7,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital,07 4625 8222,Corner of Jane and Cowildi Streets,Dirranbandi,4486
H0445,Injune Hospital,Hospital,-25.847096,148.562471,Public,Open,Queensland,South West (Qld),Western Queensland,50,50,www.health.qld.gov.au/services/southwest/swest_injune_hosp.asp,,,310000115,0,326,South West (Qld),Remote,7,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital,07 4626 1188,Fifth Avenue,Injune,4454
H0464,Woorabinda Hospital,Hospital,-24.131492,149.455983,Public,Open,Queensland,Central Queensland,"Central Queensland, Wide Bay and Sunshine Coast",0,0,,,,310000145,0,316,Central Queensland,Remote,7,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital,07 4913 2800,1 Munns Drive,Woorabinda,4702
H0606,Burra Hospital,Hospital,-33.685486,138.934577,Public,Open,South Australia,Country Health SA,Country SA,50,50,www.sahealth.sa.gov.au/burrahospital,,,41WK00073,0,404,Country Health SA,Outer Regional,7,Very small,Yes,Yes,No,No,Yes,Block-funded hospital,08 8892 2300,46 Commercial Street,Burra,5417
H0224,Wilcannia Multi Purpose Service,Hospital,-31.557638,143.385336,Public,Open,New South Wales,Far West,Western NSW,50,50,,,,1186S2040,0012380F,115,Far West,Very remote,8,Very small,Yes,No,Yes,No,Yes,Block-funded hospital,08 8083 8777,14 Ross Street,Wilcannia,2836
H0252,East Grampians Health Service [Willaura],Hospital,-37.544798,142.74587,Public,Open,Victoria,East Grampians Health Service,Western Victoria,0,0,,,,210201102,0,202,East Grampians Health Service,Outer Regional,8,Very small,Yes,Yes,No,No,No,Activity-based funded hospital,03 5354 1600,Delacombe Way,Willaura,3379
H0294,Inglewood & District Health Service,Hospital,-36.572147,143.873755,Public,Open,Victoria,Inglewood and District Health Service,Murray,50,50,,,,210303370,0,220,Inglewood and District Health Service,Inner Regional,8,Public acute group D,Yes,Yes,No,No,No,Block-funded hospital,03 5431 7000,3 Hospital Street,Inglewood,3517
H0295,East Wimmera Health Service [Birchip],Hospital,-35.980167,142.915891,Public,Open,Victoria,East Wimmera Health Service,Murray,50,50,www.ewhs.org.au,,,210304120,0,205,East Wimmera Health Service,Outer Regional,8,Very small,Yes,Yes,No,No,No,Block-funded hospital,03 5477 7100,26 Duncan Street,Birchip,3483
H0299,Goulburn Valley Health [Tatura],Hospital,-36.439082,145.225535,Public,Open,Victoria,Goulburn Valley Health,Murray,50,50,,,,210401122,0,235,Goulburn Valley Health,Inner Regional,8,Very small,Yes,Yes,No,No,No,Activity-based funded hospital,03 5824 8400,64-68 Park Street,Tatura,3616
H0415,Gayndah Hospital,Hospital,-25.631384,151.604531,Public,Open,Queensland,Wide Bay,"Central Queensland, Wide Bay and Sunshine Coast",50,50,www.health.qld.gov.au/services/widebay/wb-gayndah.asp,,,310000066,0,318,Wide Bay,Outer Regional,8,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital,07 4161 3500,69 Warton Street,Gayndah,4625
H0473,Winton Hospital,Hospital,-22.381189,143.040672,Public,Open,Queensland,Central West (Qld),Western Queensland,50,50,www.health.qld.gov.au/services/centralwest/cwest_winton_hosp.asp,,,310000159,0,317,Central West (Qld),Very remote,8,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital,07 4657 2700,Bloomfield Street,Winton,4735
H0485,Collinsville Hospital,Hospital,-20.546108,147.838146,Public,Open,Queensland,Mackay,Northern Queensland,50,50,www.health.qld.gov.au/services/mackay/collin_hosp.asp,,,310000194,0,314,Mackay,Remote,8,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital,07 4785 4777,Garrick Street,Collinsville,4804
H0548,Cowell District Hospital and Aged Care,Hospital,-33.685299,136.921405,Public,Open,South Australia,Country Health SA,Country SA,50,50,www.sahealth.sa.gov.au/cowellhospital,,,41EY00088,0,404,Country Health SA,Remote,8,Very small,Yes,Yes,No,No,Yes,Block-funded hospital,08 8629 2437,17 South Terrace,Cowell,5602
H0551,Kimba District Hospital and Aged Care,Hospital,-33.143552,136.416013,Public,Open,South Australia,Country Health SA,Country SA,50,50,www.sahealth.sa.gov.au/kimbahospital,,,41EY00121,0,404,Country Health SA,Remote,8,Very small,Yes,Yes,No,No,Yes,Block-funded hospital,08 8627 2400,15 Martin Terrace,Kimba,5641
H0566,Pinnaroo Soldiers' Memorial Hospital,Hospital,-35.257499,140.902447,Public,Open,South Australia,Country Health SA,Country SA,50,50,www.sahealth.sa.gov.au/pinnaroohospital,,,41HM00193,0,404,Country Health SA,Remote,8,Very small,Yes,Yes,No,No,Yes,Block-funded hospital,08 8577 9222,Bundey Terrace,Pinnaroo,5304
H0573,Orroroo and District Health Service,Hospital,-32.738519,138.607206,Public,Open,South Australia,Country Health SA,Country SA,50,50,www.sahealth.sa.gov.au/orroroohealthservice,,,41MN00184,0,404,Country Health SA,Outer Regional,8,Very small,Yes,Yes,No,No,Yes,Block-funded hospital,08 8658 1023,Pekina Road,Orroroo,5431
H0608,Eudunda Hospital,Hospital,-34.175482,139.090586,Public,Open,South Australia,Country Health SA,Country SA,50,50,www.sahealth.sa.gov.au/eudundahospital,,,41WK00100,0,404,Country Health SA,Inner Regional,8,Very small,Yes,Yes,No,No,Yes,Block-funded hospital,08 8566 2007,40 Ward Street,Eudunda,5374
H0643,Halls Creek Hospital,Hospital,-18.226008,127.666046,Public,Open,Western Australia,WA Country Health Service,Country WA,50,50,www.health.wa.gov.au/services/detail.cfm?Unit_ID=74,,,510400128,0070340Y,503,WA Country Health Service,Very remote,8,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital,08 9168 9222,70 Roberta Avenue,Halls Creek,6770
H0650,Roebourne Hospital,Hospital,-20.776317,117.143955,Public,Open,Western Australia,WA Country Health Service,Country WA,50,50,www.health.wa.gov.au/services/detail.cfm?Unit_ID=256,,,510500243,0070710K,503,WA Country Health Service,Remote,8,Very small,Yes,Yes,No,No,Yes,Block-funded hospital,08 9182 0200,42-44 Hampton Street,Roebourne,6718
H0651,Tom Price Hospital,Hospital,-22.695367,117.790271,Public,Open,Western Australia,WA Country Health Service,Country WA,50,50,www.health.wa.gov.au/services/detail.cfm?Unit_ID=257,,,510500256,0071140Y,503,WA Country Health Service,Very remote,8,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital,08 9159 5222,862 Mine Road,Tom Price,6751
H0652,Newman Hospital,Hospital,-23.354824,119.736503,Public,Open,Western Australia,WA Country Health Service,Country WA,50,50,www.health.wa.gov.au/services/detail.cfm?Unit_ID=131,,,510500260,0071180L,503,WA Country Health Service,Very remote,8,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital,08 9175 8333,54 Mindarra Drive,Newman,6753
H0672,Boddington Hospital,Hospital,-32.803715,116.475774,Public,Open,Western Australia,WA Country Health Service,Country WA,50,50,www.health.wa.gov.au/services/detail.cfm?Unit_ID=19,,,510700402,0070070F,503,WA Country Health Service,Inner Regional,8,Very small,Yes,Yes,No,No,Yes,Block-funded hospital,08 9883 4444,46-53 Hotham Avenue,Boddington,6390
H0691,Laverton Hospital,Hospital,-28.626817,122.399861,Public,Open,Western Australia,WA Country Health Service,Country WA,50,50,www.health.wa.gov.au/services/detail.cfm?Unit_ID=103,,,510800272,0070450T,503,WA Country Health Service,Very remote,8,Very small,Yes,Yes,No,No,Yes,Block-funded hospital,08 9088 2600,Beria Road,Laverton,6440
H0710,Boyup Brook Soldiers Memorial Hospital,Hospital,-33.839231,116.390639,Public,Open,Western Australia,WA Country Health Service,Country WA,50,50,www.health.wa.gov.au/services/detail.cfm?Unit_ID=20,,,511000432,0070080B,503,WA Country Health Service,Outer Regional,8.2,Very small,Yes,Yes,No,No,Yes,Block-funded hospital,08 9765 0222,Hospital Road,Boyup Brook,6244
H0089,Tingha Multi Purpose Service,Hospital,-29.950779,151.206732,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,50,50,,,,1180J2170,0012130A,109,Hunter New England,Outer Regional,9,Outpatient hospital,Yes,No,Yes,No,Yes,Block-funded hospital,02 6723 3901,Inverell Road,Tingha,2369
H0305,Alpine Health [Bright],Hospital,-36.732701,146.965924,Public,Open,Victoria,Alpine Health (Vic),Murray,50,50,www.alpinehealth.org.au,,,210401882,0,245,Alpine Health (Vic),Outer Regional,9,Public acute group C,Yes,Yes,No,No,Yes,Block-funded hospital,03 5755 0100,36-42 Cobden Street,Bright,3741
H0327,Central Gippsland Health Service [Maffra],Hospital,-37.961032,146.983487,Public,Open,Victoria,Central Gippsland Health Service,Gippsland,50,50,www.gha.net.au,,,210502580,0,259,Central Gippsland Health Service,Inner Regional,9,Public acute group D,Yes,Yes,No,No,Yes,Activity-based funded hospital,03 5147 0100,48 Kent Street,Maffra,3860
H0346,Kooweerup Regional Health Service,Hospital,-38.200653,145.484433,Public,Open,Victoria,Kooweerup Regional Health Service,South Eastern Melbourne,50,50,www.kooweeruphospital.net.au,,,210901480,0,271,Kooweerup Regional Health Service,Inner Regional,9,Very small,Yes,Yes,No,No,Yes,Block-funded hospital,03 5997 9679,215 Rossiter Road,Koo Wee Rup,3981
H0481,Dysart Hospital,Hospital,-22.582729,148.353044,Public,Open,Queensland,Mackay,Northern Queensland,50,50,www.health.qld.gov.au/services/mackay/dysart_hosp.asp,,,310000176,0,314,Mackay,Outer Regional,9,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital,07 4941 1911,Queen Elizabeth Drive,Dysart,4745
H0517,Hughenden Hospital,Hospital,-20.8424,144.1892,Public,Open,Queensland,Townsville,Northern Queensland,0,0,,,,310000244,0,313,Townsville,Very remote,9,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital,07 4741 2800,14 Richmond Hill Drive,Hughenden,4821
H0560,Tailem Bend District Hospital,Hospital,-35.254803,139.452692,Public,Open,South Australia,Country Health SA,Country SA,50,50,www.sahealth.sa.gov.au/tailembendhospital,,,41HM00136,0,404,Country Health SA,Inner Regional,9,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital,08 8572 5800,74 Princes Highway,Tailem Bend,5260
